Rating,Review,Class,Tokens
5,Received the shredder today Early review but the machine is much QUIETER then my old shredder Great size for a small space Will add to the review at a later date after I have shredded paper junk mail etc I think this was a good choice and the price is affordable comparing to other shredders,1,"['Received', 'shredder', 'today', 'Early', 'review', 'machine', 'much', 'QUIETER', 'old', 'shredder', 'Great', 'size', 'small', 'space', 'Will', 'add', 'review', 'later', 'date', 'I', 'shredded', 'paper', 'junk', 'mail', 'etc', 'I', 'think', 'good', 'choice', 'price', 'affordable', 'comparing', 'shredders']"
3,Thought the picture was too dark Looks lighter on line,0,"['Thought', 'picture', 'dark', 'Looks', 'lighter', 'line']"
5,Great value and great price I purchased this product along with other back to school items and really like the larger pack to split between home and school use Nothing beats elmers brand competitors just dont stand a chance,1,"['Great', 'value', 'great', 'price', 'I', 'purchased', 'product', 'along', 'back', 'school', 'items', 'really', 'like', 'larger', 'pack', 'split', 'home', 'school', 'use', 'Nothing', 'beats', 'elmers', 'brand', 'competitors', 'dont', 'stand', 'chance']"
5,So cute I love it,1,"['So', 'cute', 'I', 'love']"
5,The Wilson Jones Durable Hinge Poly Binder with Removable Ring Inch Brown color is a very attractive Ring binder The metal strip and rings inside are removable to enable you to recycle both the binder and the metal separately This PVC free binder is made of an easy to clean materialjust wipe and goI found this binder perfect for keeping plastic pages I use for storing film negative strips It sort of has a photo album look to it so it fits in with its purposeLooks good functional and recyclable Whats not to love,1,"['The', 'Wilson', 'Jones', 'Durable', 'Hinge', 'Poly', 'Binder', 'Removable', 'Ring', 'Inch', 'Brown', 'color', 'attractive', 'Ring', 'binder', 'The', 'metal', 'strip', 'rings', 'inside', 'removable', 'enable', 'recycle', 'binder', 'metal', 'separately', 'This', 'PVC', 'free', 'binder', 'made', 'easy', 'clean', 'materialjust', 'wipe', 'goI', 'found', 'binder', 'perfect', 'keeping', 'plastic', 'pages', 'I', 'use', 'storing', 'film', 'negative', 'strips', 'It', 'sort', 'photo', 'album', 'look', 'fits', 'purposeLooks', 'good', 'functional', 'recyclable', 'Whats', 'love']"
5,Lightweight and the little round super magnifier is helpful too My parents used these around their house for years so helpful for aging eyesNo my husband and I are doing the same in our home I think weve got at least scattered here and there to helpA GREAT PRODUCT,1,"['Lightweight', 'little', 'round', 'super', 'magnifier', 'helpful', 'My', 'parents', 'used', 'around', 'house', 'years', 'helpful', 'aging', 'eyesNo', 'husband', 'I', 'home', 'I', 'think', 'weve', 'got', 'least', 'scattered', 'helpA', 'GREAT', 'PRODUCT']"
2,This product is not performing well Smears and prints too lightlyNot sure if thats because I dont print that much or if the cartridge was old to begin with,0,"['This', 'product', 'performing', 'well', 'Smears', 'prints', 'lightlyNot', 'sure', 'thats', 'I', 'dont', 'print', 'much', 'cartridge', 'old', 'begin']"
4,Very nice but would rather have get well cards in lieu of the blanks,1,"['Very', 'nice', 'would', 'rather', 'get', 'well', 'cards', 'lieu', 'blanks']"
2,I can hear through the headset but callers cannot hear me Is there a button or something that needs to be set,0,"['I', 'hear', 'headset', 'callers', 'hear', 'Is', 'button', 'something', 'needs', 'set']"
3,Good protection but if you keep your cell in your pants pocket like I do is kinda hard to get it inout of the pocked,0,"['Good', 'protection', 'keep', 'cell', 'pants', 'pocket', 'like', 'I', 'kinda', 'hard', 'get', 'inout', 'pocked']"
2,Low quality Started peeling soon after receiving it and its now discolored and looks old even though Ive had it for maybe months,0,"['Low', 'quality', 'Started', 'peeling', 'soon', 'receiving', 'discolored', 'looks', 'old', 'even', 'though', 'Ive', 'maybe', 'months']"
5,Perfect Just what I was looking for And it is so pretty,1,"['Perfect', 'Just', 'I', 'looking', 'And', 'pretty']"
4,needed a pink pen to go with my pink office supplies this was just the one for meTHanks Dr Grip,1,"['needed', 'pink', 'pen', 'go', 'pink', 'office', 'supplies', 'one', 'meTHanks', 'Dr', 'Grip']"
5,My kids wear these things daily If theyre into Hetalia but a few and hand them out Theyre tough to find these particular bands in retail stores Why bother wasting gas and time looking for them when you can just get them delivered Theyre good bands Works well as a gift,1,"['My', 'kids', 'wear', 'things', 'daily', 'If', 'theyre', 'Hetalia', 'hand', 'Theyre', 'tough', 'find', 'particular', 'bands', 'retail', 'stores', 'Why', 'bother', 'wasting', 'gas', 'time', 'looking', 'get', 'delivered', 'Theyre', 'good', 'bands', 'Works', 'well', 'gift']"
5,I LOVE repeat LOVE this drafting pencil I am forever hooked,1,"['I', 'LOVE', 'repeat', 'LOVE', 'drafting', 'pencil', 'I', 'forever', 'hooked']"
5,The signs arrived and were good quality and put to good use,1,"['The', 'signs', 'arrived', 'good', 'quality', 'put', 'good', 'use']"
2,Book means El Libro NO books means Libro and they have that mistake in a lot of their cards do not buy it just buy flash cards and babel fish the words and make your ownthese cards will get you lostthe grammar is bad,0,"['Book', 'means', 'El', 'Libro', 'NO', 'books', 'means', 'Libro', 'mistake', 'lot', 'cards', 'buy', 'buy', 'flash', 'cards', 'babel', 'fish', 'words', 'make', 'ownthese', 'cards', 'get', 'lostthe', 'grammar', 'bad']"
5,Good printer no problems,1,"['Good', 'printer', 'problems']"
1,no good doesnt work at all dont buy it unless u got money to throw a way if u do gimme ill take it,0,"['good', 'doesnt', 'work', 'dont', 'buy', 'unless', 'u', 'got', 'money', 'throw', 'way', 'u', 'gim', 'ill', 'take']"
1,I cant believe how fast this ink goes I have to replace every few weeks And when the color runs out it is hard to print in black in white so I have to replace those too even though I almost never use them Why do they run out,0,"['I', 'cant', 'believe', 'fast', 'ink', 'goes', 'I', 'replace', 'every', 'weeks', 'And', 'color', 'runs', 'hard', 'print', 'black', 'white', 'I', 'replace', 'even', 'though', 'I', 'almost', 'never', 'use', 'Why', 'run']"
5,Great Price and Quality Shipment is also very prompt,1,"['Great', 'Price', 'Quality', 'Shipment', 'also', 'prompt']"
2,Did not fit my computer Returned for refund,0,"['Did', 'fit', 'computer', 'Returned', 'refund']"
5,I love this pen this is my second lamy pen I have another one with extra fine nib which works great in my everyday writing I purchase this one just for practice my hand writing also works great,1,"['I', 'love', 'pen', 'second', 'lamy', 'pen', 'I', 'another', 'one', 'extra', 'fine', 'nib', 'works', 'great', 'everyday', 'writing', 'I', 'purchase', 'one', 'practice', 'hand', 'writing', 'also', 'works', 'great']"
5,Works as intended Prints many copies,1,"['Works', 'intended', 'Prints', 'many', 'copies']"
5,Ran out of ink yesterday and order this as soon as I found out order it and it was sent out and recived it the next day,1,"['Ran', 'ink', 'yesterday', 'order', 'soon', 'I', 'found', 'order', 'sent', 'recived', 'next', 'day']"
5,Im feeling good device thanks,1,"['Im', 'feeling', 'good', 'device', 'thanks']"
3,Bought for my toddler to wear while on a beach vacation Used a ball point pen to write in his name and my phone number but it had faded by the end of the week maybe due to the sun and sand Maybe I should have used a permanent marker,0,"['Bought', 'toddler', 'wear', 'beach', 'vacation', 'Used', 'ball', 'point', 'pen', 'write', 'name', 'phone', 'number', 'faded', 'end', 'week', 'maybe', 'due', 'sun', 'sand', 'Maybe', 'I', 'used', 'permanent', 'marker']"
5,Came wright on time and workin b great,1,"['Came', 'wright', 'time', 'workin', 'b', 'great']"
5,Has features I didnt know existed Very efficient Tried all the features on the shredder Recommended to my daughter who also purchased one,1,"['Has', 'features', 'I', 'didnt', 'know', 'existed', 'Very', 'efficient', 'Tried', 'features', 'shredder', 'Recommended', 'daughter', 'also', 'purchased', 'one']"
1,Product DOESNT WORK Put in machine and all it does is print TOTAL BLACK pagesI put old cartridge in and printed finePut this one in again and ALL BLACK pages againThe item is DEFECTIVE,0,"['Product', 'DOESNT', 'WORK', 'Put', 'machine', 'print', 'TOTAL', 'BLACK', 'pagesI', 'put', 'old', 'cartridge', 'printed', 'finePut', 'one', 'ALL', 'BLACK', 'pages', 'againThe', 'item', 'DEFECTIVE']"
4,Good idea that kept me from making all of this from scratch Ive hung USB drives full of movies instead of keys,1,"['Good', 'idea', 'kept', 'making', 'scratch', 'Ive', 'hung', 'USB', 'drives', 'full', 'movies', 'instead', 'keys']"
4,When you use page protectors it is essential to the quality of the presentation to use an extra wide binder Remember to use extra wide index dividers as well,1,"['When', 'use', 'page', 'protectors', 'essential', 'quality', 'presentation', 'use', 'extra', 'wide', 'binder', 'Remember', 'use', 'extra', 'wide', 'index', 'dividers', 'well']"
5,Weve used this ink many times in our Epson CX and it works great I would recommend this company as well They ship fast and the items arrive as described,1,"['Weve', 'used', 'ink', 'many', 'times', 'Epson', 'CX', 'works', 'great', 'I', 'would', 'recommend', 'company', 'well', 'They', 'ship', 'fast', 'items', 'arrive', 'described']"
2,The ink is of poor quality especially the color inkafter about to prints you cant see anything at all,0,"['The', 'ink', 'poor', 'quality', 'especially', 'color', 'inkafter', 'prints', 'cant', 'see', 'anything']"
1,The Uniden are serviceable basic phones their most significant attribute being low price The memory stores only numbers and there is no menu to list the stored numbers not a very useful feature I had trouble with getting the answering machine function on to provide the correct time stamp on the messages Calling the Uniden tech support number was a waste of time they did not have staff who knew anything about their corded phones and they tried to blame the problem on the phone company I finally got it to work by disconnecting the phone and then going though the setup routine a third time Based on my experience with Uniden tech support I recommend against the purchase of any Uniden product,0,"['The', 'Uniden', 'serviceable', 'basic', 'phones', 'significant', 'attribute', 'low', 'price', 'The', 'memory', 'stores', 'numbers', 'menu', 'list', 'stored', 'numbers', 'useful', 'feature', 'I', 'trouble', 'getting', 'answering', 'machine', 'function', 'provide', 'correct', 'time', 'stamp', 'messages', 'Calling', 'Uniden', 'tech', 'support', 'number', 'waste', 'time', 'staff', 'knew', 'anything', 'corded', 'phones', 'tried', 'blame', 'problem', 'phone', 'company', 'I', 'finally', 'got', 'work', 'disconnecting', 'phone', 'going', 'though', 'setup', 'routine', 'third', 'time', 'Based', 'experience', 'Uniden', 'tech', 'support', 'I', 'recommend', 'purchase', 'Uniden', 'product']"
2,This order came swiftly and the price was rightor so I thought Price was right because the binder was defective Unfortunately the front AND back edges of the binder were already torn as if someone had taken scissors and cut it I am planning to return this ASAP,0,"['This', 'order', 'came', 'swiftly', 'price', 'rightor', 'I', 'thought', 'Price', 'right', 'binder', 'defective', 'Unfortunately', 'front', 'AND', 'back', 'edges', 'binder', 'already', 'torn', 'someone', 'taken', 'scissors', 'cut', 'I', 'planning', 'return', 'ASAP']"
5,Got one for myself to mail out catalogs at work my coworker saw it and really liked it so im going to get one for him as a gift too,1,"['Got', 'one', 'mail', 'catalogs', 'work', 'coworker', 'saw', 'really', 'liked', 'im', 'going', 'get', 'one', 'gift']"
3,This unit was priced well in the market at the time We are learning spanish as it is a great language and want to be able to respond in kind when traveling A bit tedious to learn the unit instructions but audio is fine and screen is okay,0,"['This', 'unit', 'priced', 'well', 'market', 'time', 'We', 'learning', 'spanish', 'great', 'language', 'want', 'able', 'respond', 'kind', 'traveling', 'A', 'bit', 'tedious', 'learn', 'unit', 'instructions', 'audio', 'fine', 'screen', 'okay']"
2,It was really good at first After being emptied twice it would no longer sharpen pencils It is no longer of any use Didnt take long to fill,0,"['It', 'really', 'good', 'first', 'After', 'emptied', 'twice', 'would', 'longer', 'sharpen', 'pencils', 'It', 'longer', 'use', 'Didnt', 'take', 'long', 'fill']"
5,Great product Arrived quicker than I thought and easy to hook up Excellent sound quality what a great idea for those places you do not have a telephone line coming in I give it stars if I could,1,"['Great', 'product', 'Arrived', 'quicker', 'I', 'thought', 'easy', 'hook', 'Excellent', 'sound', 'quality', 'great', 'idea', 'places', 'telephone', 'line', 'coming', 'I', 'give', 'stars', 'I', 'could']"
2,I only give this a stars out of because I could have gotten a much cheaper brand of ink and would have probably gotten the same results I dont use my printer all that often but this ink stops working all the time I am constantly having to clean my ink cartridges and waste my color ink to do it because the black dont print or gets streaks ALL the time,0,"['I', 'give', 'stars', 'I', 'could', 'gotten', 'much', 'cheaper', 'brand', 'ink', 'would', 'probably', 'gotten', 'results', 'I', 'dont', 'use', 'printer', 'often', 'ink', 'stops', 'working', 'time', 'I', 'constantly', 'clean', 'ink', 'cartridges', 'waste', 'color', 'ink', 'black', 'dont', 'print', 'gets', 'streaks', 'ALL', 'time']"
5,The Dymo Labeler was the perfect addition to my home office Works great and easy to use I use for file folders tools golf culbs etc,1,"['The', 'Dymo', 'Labeler', 'perfect', 'addition', 'home', 'office', 'Works', 'great', 'easy', 'use', 'I', 'use', 'file', 'folders', 'tools', 'golf', 'culbs', 'etc']"
5,this Plantronics phone battery is an exact match for the original it replaced,1,"['Plantronics', 'phone', 'battery', 'exact', 'match', 'original', 'replaced']"
5,its almost too smart for me but I like that about it it has the ability to grow with me Im taking College Algebra right now and its PERFECT for it,1,"['almost', 'smart', 'I', 'like', 'ability', 'grow', 'Im', 'taking', 'College', 'Algebra', 'right', 'PERFECT']"
1,I may have gotten a poor sample or Im not a fan of how this pen worksThe tip of this pen seems to be nothing more than a solid plastic nub The tip needs to be depressed in order for some ink to flow There seems to be no wicking at all The problem is if you dont press and wet the tip every inch of writing the tip goes dry As you write the tip gets fainter as the ink runs out Now if you press too hard the ink might come spilling out leaving a splatter of thin silver paint,0,"['I', 'may', 'gotten', 'poor', 'sample', 'Im', 'fan', 'pen', 'worksThe', 'tip', 'pen', 'seems', 'nothing', 'solid', 'plastic', 'nub', 'The', 'tip', 'needs', 'depressed', 'order', 'ink', 'flow', 'There', 'seems', 'wicking', 'The', 'problem', 'dont', 'press', 'wet', 'tip', 'every', 'inch', 'writing', 'tip', 'goes', 'dry', 'As', 'write', 'tip', 'gets', 'fainter', 'ink', 'runs', 'Now', 'press', 'hard', 'ink', 'might', 'come', 'spilling', 'leaving', 'splatter', 'thin', 'silver', 'paint']"
5,VERY GOOD EASY TO SUBMIT A CLAIM FAST CLAIM SERVICE HIGHLY RECOMEND FREINDLY AND FAST AND PROFETIONAL SERVICE REPRESENTIVES MAKES SURE YOUR CLAIM IS QUICKLY HANDLED JUST A GREAT PLAN,1,"['VERY', 'GOOD', 'EASY', 'TO', 'SUBMIT', 'A', 'CLAIM', 'FAST', 'CLAIM', 'SERVICE', 'HIGHLY', 'RECOMEND', 'FREINDLY', 'AND', 'FAST', 'AND', 'PROFETIONAL', 'SERVICE', 'REPRESENTIVES', 'MAKES', 'SURE', 'YOUR', 'CLAIM', 'IS', 'QUICKLY', 'HANDLED', 'JUST', 'A', 'GREAT', 'PLAN']"
5,For some reason it was difficult to find xx boxes locally they were all larger size and too heavy when packed with books or china These are perfect size and I still could pack enough books in each to make them almost too heavy The material they are made of is thicker than Home Depot boxes they just feel better made Would order again,1,"['For', 'reason', 'difficult', 'find', 'xx', 'boxes', 'locally', 'larger', 'size', 'heavy', 'packed', 'books', 'china', 'These', 'perfect', 'size', 'I', 'still', 'could', 'pack', 'enough', 'books', 'make', 'almost', 'heavy', 'The', 'material', 'made', 'thicker', 'Home', 'Depot', 'boxes', 'feel', 'better', 'made', 'Would', 'order']"
5,This ink cartridge is a great value for the money I was able to get free shipping which made the whole process less expensive than purchasing from larger stores The product itself works well and more than meets my printing needs Highly recommended,1,"['This', 'ink', 'cartridge', 'great', 'value', 'money', 'I', 'able', 'get', 'free', 'shipping', 'made', 'whole', 'process', 'less', 'expensive', 'purchasing', 'larger', 'stores', 'The', 'product', 'works', 'well', 'meets', 'printing', 'needs', 'Highly', 'recommended']"
3,On top of other reviews Id like to add this For best results please use Sanford VisaVis weterase markers Thats what is written on the product but its not mentioned in the description only the word Fully erasable Its hard to erase with a dryerase eraser if you write using dryerase markers some stain stays without the use of whiteboard cleaner because its basically a big piece of laminated paper and I end up buying some weterase markers which can be a lot more expensive as there are fewer selection With weterase markers you can wipe the board clean with a damp cloth,0,"['On', 'top', 'reviews', 'Id', 'like', 'add', 'For', 'best', 'results', 'please', 'use', 'Sanford', 'VisaVis', 'weterase', 'markers', 'Thats', 'written', 'product', 'mentioned', 'description', 'word', 'Fully', 'erasable', 'Its', 'hard', 'erase', 'dryerase', 'eraser', 'write', 'using', 'dryerase', 'markers', 'stain', 'stays', 'without', 'use', 'whiteboard', 'cleaner', 'basically', 'big', 'piece', 'laminated', 'paper', 'I', 'end', 'buying', 'weterase', 'markers', 'lot', 'expensive', 'fewer', 'selection', 'With', 'weterase', 'markers', 'wipe', 'board', 'clean', 'damp', 'cloth']"
2,First prints my hands every cartridge spill ink when take off the adhesive tapeAfter two couples of head cleanings and two x proofs with Epson Luster paperit works fineThe colors and black in prints are less saturated than those printed with Epson inks Prints need more time to dryNow I have a problem with the transport of the Luster paper but this is another storyI replace the ARC chips for oem chips and a resetter,0,"['First', 'prints', 'hands', 'every', 'cartridge', 'spill', 'ink', 'take', 'adhesive', 'tapeAfter', 'two', 'couples', 'head', 'cleanings', 'two', 'x', 'proofs', 'Epson', 'Luster', 'paperit', 'works', 'fineThe', 'colors', 'black', 'prints', 'less', 'saturated', 'printed', 'Epson', 'inks', 'Prints', 'need', 'time', 'dryNow', 'I', 'problem', 'transport', 'Luster', 'paper', 'another', 'storyI', 'replace', 'ARC', 'chips', 'oem', 'chips', 'resetter']"
5,So I got a new Epson printer and in weeks the black ink ran out When I read the reviews on remanufactured ink vs Genuine Epson ink cartridges I thought these might not work but they were so much less expensive than buying black cartridge you get remanufactured for the price of so I decided to give it a try I held my breath when I installed the cartridge and my printer did give me a bit of an attitude saying this isnt a GENUINE Epson cartridge When I pressed the OK button and proceeded anyway it did reluctantly take the cartridge and its printing like a champ Im very relieved and Im going to be ordering these from now on,1,"['So', 'I', 'got', 'new', 'Epson', 'printer', 'weeks', 'black', 'ink', 'ran', 'When', 'I', 'read', 'reviews', 'remanufactured', 'ink', 'vs', 'Genuine', 'Epson', 'ink', 'cartridges', 'I', 'thought', 'might', 'work', 'much', 'less', 'expensive', 'buying', 'black', 'cartridge', 'get', 'remanufactured', 'price', 'I', 'decided', 'give', 'try', 'I', 'held', 'breath', 'I', 'installed', 'cartridge', 'printer', 'give', 'bit', 'attitude', 'saying', 'isnt', 'GENUINE', 'Epson', 'cartridge', 'When', 'I', 'pressed', 'OK', 'button', 'proceeded', 'anyway', 'reluctantly', 'take', 'cartridge', 'printing', 'like', 'champ', 'Im', 'relieved', 'Im', 'going', 'ordering']"
2,I have owned a Canon Pixma since my last one just died after years so I replaced it with this MX I have to say that my primary use is scanning in documents and printing color documents not color photos I need fast ADF scanning and the ability to print color documents when necessaryThe Canon Pixma write ups on the internet are conflictive some say its a photo printer others say its a document and photo printer Probably two different marketing guys wrote themThe wireless works flawlessly I was able to air print with my IPAD The reason that I returned to Amazon was I could not get the ADF to work it would only scan off the glass platen and when I have documents to scan that would not work for me I have ordered an Epson Expression Premium printer and hope the ADF will work on it,0,"['I', 'owned', 'Canon', 'Pixma', 'since', 'last', 'one', 'died', 'years', 'I', 'replaced', 'MX', 'I', 'say', 'primary', 'use', 'scanning', 'documents', 'printing', 'color', 'documents', 'color', 'photos', 'I', 'need', 'fast', 'ADF', 'scanning', 'ability', 'print', 'color', 'documents', 'necessaryThe', 'Canon', 'Pixma', 'write', 'ups', 'internet', 'conflictive', 'say', 'photo', 'printer', 'others', 'say', 'document', 'photo', 'printer', 'Probably', 'two', 'different', 'marketing', 'guys', 'wrote', 'themThe', 'wireless', 'works', 'flawlessly', 'I', 'able', 'air', 'print', 'IPAD', 'The', 'reason', 'I', 'returned', 'Amazon', 'I', 'could', 'get', 'ADF', 'work', 'would', 'scan', 'glass', 'platen', 'I', 'documents', 'scan', 'would', 'work', 'I', 'ordered', 'Epson', 'Expression', 'Premium', 'printer', 'hope', 'ADF', 'work']"
5,I have never had a problem ordering from Amazon and my orderfor ink cartridges was just fine and the right size,1,"['I', 'never', 'problem', 'ordering', 'Amazon', 'orderfor', 'ink', 'cartridges', 'fine', 'right', 'size']"
2,Leatherette covers extremely stiffnonflexible Real leatherleatherette notebooks are flexible and bend while in pockets These do not and feel like little boards in your pocket Most offensive poor construction Half of the notepaper booklets inside were glued incorrectly and when notebook opened the notebooks tore loose from the cover Covers are oversized and interior pages are not flush with edges of cover,0,"['Leatherette', 'covers', 'extremely', 'stiffnonflexible', 'Real', 'leatherleatherette', 'notebooks', 'flexible', 'bend', 'pockets', 'These', 'feel', 'like', 'little', 'boards', 'pocket', 'Most', 'offensive', 'poor', 'construction', 'Half', 'notepaper', 'booklets', 'inside', 'glued', 'incorrectly', 'notebook', 'opened', 'notebooks', 'tore', 'loose', 'cover', 'Covers', 'oversized', 'interior', 'pages', 'flush', 'edges', 'cover']"
5,Great chalkboard labels study enough to look good but not cheap Chalkboard coating is perfect that they are easy to write on Great for using on jars for labeling Cute and a great size,1,"['Great', 'chalkboard', 'labels', 'study', 'enough', 'look', 'good', 'cheap', 'Chalkboard', 'coating', 'perfect', 'easy', 'write', 'Great', 'using', 'jars', 'labeling', 'Cute', 'great', 'size']"
5,I am very pleased with the product and i would like to reorder using bill me later I am almost outof ink again,1,"['I', 'pleased', 'product', 'would', 'like', 'reorder', 'using', 'bill', 'later', 'I', 'almost', 'outof', 'ink']"
2,To duplex print you have to take the pages and put them back into the paper tray I hate doing this since I end up having to wait for the front to print so I can turn the paper around and load it for the other side,0,"['To', 'duplex', 'print', 'take', 'pages', 'put', 'back', 'paper', 'tray', 'I', 'hate', 'since', 'I', 'end', 'wait', 'front', 'print', 'I', 'turn', 'paper', 'around', 'load', 'side']"
1,I am very disappointed in this product None of the inks are registering any ink and All I get to print out is Green text,0,"['I', 'disappointed', 'product', 'None', 'inks', 'registering', 'ink', 'All', 'I', 'get', 'print', 'Green', 'text']"
1,This thing is so insanely cheap Like another reviewer said it has a cardboard backing and its really flimsy The wood frame looks like its made with scraps of wood Ill be surprised if it lasts three months It doesnt have anything you can mount it with except two eye hooks you have to screw in yourself but nothing to adhere it to the wall with I believe this should be only not that insanely overcharged price its going for Just save yourself the hassle and dont buy this,0,"['This', 'thing', 'insanely', 'cheap', 'Like', 'another', 'reviewer', 'said', 'cardboard', 'backing', 'really', 'flimsy', 'The', 'wood', 'frame', 'looks', 'like', 'made', 'scraps', 'wood', 'Ill', 'surprised', 'lasts', 'three', 'months', 'It', 'doesnt', 'anything', 'mount', 'except', 'two', 'eye', 'hooks', 'screw', 'nothing', 'adhere', 'wall', 'I', 'believe', 'insanely', 'overcharged', 'price', 'going', 'Just', 'save', 'hassle', 'dont', 'buy']"
2,Ive used Dataproducts before from Amazon and Ive never had a problem with these cartridges Ive done everything I can think of to get the color cartridge to work to no avail Theres just no color in the cartridge,0,"['Ive', 'used', 'Dataproducts', 'Amazon', 'Ive', 'never', 'problem', 'cartridges', 'Ive', 'done', 'everything', 'I', 'think', 'get', 'color', 'cartridge', 'work', 'avail', 'Theres', 'color', 'cartridge']"
1,Ordered on line from Palm Received days later Unit was charged per instructionsdoes not work AT ALL The power and synch cord are a jokeyou feel like Mr Big trying to put threads in a needle The Palm folks cheaped out and did not include the cradle that SHOULD come with it like my last Dell Axim Now the fun parttry getting tech support and returnsok a wasted hours this Saturday AM Then they tell that I have to ship it back wait several weeks for a credit on my cardoh and if I want another one I have to order it all over again Read all the reviews carefullylooks like a nice unit but way too many synchpower on off reset issues If you are a tech nerd that loves to screw with this stuff go a ahead If you a bit type A and just want something that works with low hassle Palm and Palm TX are NOT the way to go Spend your money somewhere else,0,"['Ordered', 'line', 'Palm', 'Received', 'days', 'later', 'Unit', 'charged', 'per', 'instructionsdoes', 'work', 'AT', 'ALL', 'The', 'power', 'synch', 'cord', 'jokeyou', 'feel', 'like', 'Mr', 'Big', 'trying', 'put', 'threads', 'needle', 'The', 'Palm', 'folks', 'cheaped', 'include', 'cradle', 'SHOULD', 'come', 'like', 'last', 'Dell', 'Axim', 'Now', 'fun', 'parttry', 'getting', 'tech', 'support', 'returnsok', 'wasted', 'hours', 'Saturday', 'AM', 'Then', 'tell', 'I', 'ship', 'back', 'wait', 'several', 'weeks', 'credit', 'cardoh', 'I', 'want', 'another', 'one', 'I', 'order', 'Read', 'reviews', 'carefullylooks', 'like', 'nice', 'unit', 'way', 'many', 'synchpower', 'reset', 'issues', 'If', 'tech', 'nerd', 'loves', 'screw', 'stuff', 'go', 'ahead', 'If', 'bit', 'type', 'A', 'want', 'something', 'works', 'low', 'hassle', 'Palm', 'Palm', 'TX', 'NOT', 'way', 'go', 'Spend', 'money', 'somewhere', 'else']"
5,Great product we are happy with the product and the provider order arrived on time as expected and we have no problems very happy,1,"['Great', 'product', 'happy', 'product', 'provider', 'order', 'arrived', 'time', 'expected', 'problems', 'happy']"
1,Needed pads of guest checks as these were advertised but they came as loose checks I have attempted several times to call Gorilla Supply and cannot get an answer I did get a response through email but not to the question I asked They only wanted to know if I returned the shipment I had been credited for Not good customer service Dont waste your money,0,"['Needed', 'pads', 'guest', 'checks', 'advertised', 'came', 'loose', 'checks', 'I', 'attempted', 'several', 'times', 'call', 'Gorilla', 'Supply', 'get', 'answer', 'I', 'get', 'response', 'email', 'question', 'I', 'asked', 'They', 'wanted', 'know', 'I', 'returned', 'shipment', 'I', 'credited', 'Not', 'good', 'customer', 'service', 'Dont', 'waste', 'money']"
3,Theres not too much else to say I bought these on sale and probably wouldnt pay full price for them In my opinion they were okay for less than a buck but Id stick with nonliquid ones if I were repurchasing These ones can definitely bleed a bit and I felt that the blue was really too dark to even highlight things with,0,"['Theres', 'much', 'else', 'say', 'I', 'bought', 'sale', 'probably', 'wouldnt', 'pay', 'full', 'price', 'In', 'opinion', 'okay', 'less', 'buck', 'Id', 'stick', 'nonliquid', 'ones', 'I', 'repurchasing', 'These', 'ones', 'definitely', 'bleed', 'bit', 'I', 'felt', 'blue', 'really', 'dark', 'even', 'highlight', 'things']"
1,I was looking for a case with kickstand Read the positive current reviews and ordered the case for my IPad Product worked for few weeks and started having issues with the kickstand which was my primary need It finally detached from the case today and the entire case is useless now Hope they fix the issue for future cases,0,"['I', 'looking', 'case', 'kickstand', 'Read', 'positive', 'current', 'reviews', 'ordered', 'case', 'IPad', 'Product', 'worked', 'weeks', 'started', 'issues', 'kickstand', 'primary', 'need', 'It', 'finally', 'detached', 'case', 'today', 'entire', 'case', 'useless', 'Hope', 'fix', 'issue', 'future', 'cases']"
3,Good quality,0,"['Good', 'quality']"
5,Easy for my year old to fill out Very happy with these,1,"['Easy', 'year', 'old', 'fill', 'Very', 'happy']"
5,very cute and easy to use a lot less expensive than other brands but of very good quality,1,"['cute', 'easy', 'use', 'lot', 'less', 'expensive', 'brands', 'good', 'quality']"
2,I liked the look of this phone and the basic functionality it offers without an answering machine My problem is i used the phone for a business phone conference and of the time the voices would fade out for several seconds until I wonder if I am still connected with the other users and the voice would come in Very discouraging I thought maybe the long distance or the storm This never happened on my old phone But then same thing happened to me while I was in a local customer service call All this on my first day using the phone It is going back,0,"['I', 'liked', 'look', 'phone', 'basic', 'functionality', 'offers', 'without', 'answering', 'machine', 'My', 'problem', 'used', 'phone', 'business', 'phone', 'conference', 'time', 'voices', 'would', 'fade', 'several', 'seconds', 'I', 'wonder', 'I', 'still', 'connected', 'users', 'voice', 'would', 'come', 'Very', 'discouraging', 'I', 'thought', 'maybe', 'long', 'distance', 'storm', 'This', 'never', 'happened', 'old', 'phone', 'But', 'thing', 'happened', 'I', 'local', 'customer', 'service', 'call', 'All', 'first', 'day', 'using', 'phone', 'It', 'going', 'back']"
5,It is as it says Printer ink which is helpful when one wants the printer to produce a legible product,1,"['It', 'says', 'Printer', 'ink', 'helpful', 'one', 'wants', 'printer', 'produce', 'legible', 'product']"
4,Cute pouches my year old loves them,1,"['Cute', 'pouches', 'year', 'old', 'loves']"
1,does not fit very frustrated,0,"['fit', 'frustrated']"
